GEOID,NAME,estimate_CROWD,estimate_MUNIT,estimate_LIMENG,estimate_MINRTY,estimate_SNGPNT,estimate_NOHSDP,estimate_AGE17,estimate_P_LIMENG,estimate_POV,estimate_PCI,estimate_GROUPQ,estimate_AGE65,estimate_P_AGE65,estimate_UNINSUR,estimate_P_UNINSUR,estimate_P_POV,estimate_HH,estimate_HU,estimate_P_NOVEH,estimate_P_DISABL,estimate_P_UNEMP,estimate_UNEMP,estimate_DISABL,estimate_MOBILE,estimate_NOVEH,estimate_P_CROWD,estimate_TOTPOP,moe_CROWD,moe_MUNIT,moe_LIMENG,moe_MINRTY,moe_SNGPNT,moe_NOHSDP,moe_AGE17,moe_P_LIMENG,moe_POV,moe_PCI,moe_GROUPQ,moe_AGE65,moe_P_AGE65,moe_UNINSUR,moe_P_UNINSUR,moe_P_POV,moe_HH,moe_HU,moe_P_NOVEH,moe_P_DISABL,moe_P_UNEMP,moe_UNEMP,moe_DISABL,moe_MOBILE,moe_NOVEH,moe_P_CROWD,moe_TOTPOP,estimate_PAGE17,moe_PAGE17,estimate_PSNGPNT,moe_PSNGPNT,estimate_PMINRTY,moe_PMINRTY,estimate_PLIMENG,moe_PLIMENG,estimate_PMUNIT,moe_PMUNIT,estimate_PCROWD,moe_PCROWD,estimate_PGROUPQ,moe_PGROUPQ,estimate_PLPOV,estimate_PLUNEMP,estimate_PLPCI,estimate_PLNOHSDP,SPL_THEME1,RPL_THEME1,estimate_PLAGE65,estimate_PLAGE17,estimate_PLDISABL,estimate_PLSNGPNT,SPL_THEME2,RPL_THEME2,estimate_PLMINRTY,estimate_PLLIMENG,SPL_THEME3,RPL_THEME3,estimate_PLMUNIT,estimate_PLMOBILE,estimate_PLCROWD,estimate_PLNOVEH,estimate_PLGROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES
39580,"Raleigh, NC Metro Area",10294,73641,30702,499709,42920,74968,320134,1220291,134183,36518,25230,148575,11.4,122482,9.5,10.5,482401,523123,4.1,9.7,4.5,31735,125152,33611,19639,482401,1302632,740.2594139894474,1791.7416108356695,1690.6995593540562,NA,1645.1130660231229,2184,65,170,4293,329,903,130,0.1,3398,0.3,0.3,1851,367,0.2,0.2,0.2,1603,2540,1282,954,1851,-555555555,24.57593549060671,NA,8.897162319315258,0.3393129821054005,38.361486590226555,NA,2.5159572593750177,0.13854844043040535,14.077186436077174,0.3423662549147666,2.133909340983953,0.15323452495719225,1.9368478587966518,NA,0.1309,0.1722,0.91,0.8482,2.0613,0.4895,0.06941,0.8037,0.06021,0.4895,1.42282,0.178,0.7356,0.6915,1.4271,0.7644,0.8252,0.9023,0.8843,0.04627,0.2984,2.95647,0.6963,7.86769,0.5838
39660,"Rapid City, SD Metro Area",1128,6273,525,25760,5162,6017,33450,135999,17281,30161,5019,24541,16.9,15512,11,12.2,58451,65185,4.5,13.8,3.3,2488,19398,8305,2613,58451,145291,228.2673870705143,468.53388351324173,191.01308855677928,NA,516.5578380007412,549,133,90,1326,784,573,151,0.1,1133,0.8,0.9,660,245,0.6,0.7,0.5,342,1050,596,353,660,-555555555,23.022761217143525,NA,8.831328805324118,0.8781010678835808,17.72993509577331,NA,0.3860322502371341,0.14045160081430638,9.623379611873897,0.7178649791287681,1.9298215599390944,0.3899193625545354,3.454446593388441,NA,0.2408,0.01542,0.6195,0.07853,0.95425,0.02094,0.6632,0.5942,0.5131,0.4686,2.2391,0.5969,0.2906,0.06684,0.35744000000000004,0.144,0.5964,0.527,0.3111,0.07198,0.6649,2.17138,0.2984,5.72217,0.1466
39740,"Reading, PA Metro Area",2251,10510,17140,114780,15234,38105,94216,392370,51733,30187,13483,69086,16.6,27705,6.7,12.8,154467,166768,8.3,13.5,6.7,14482,55721,4861,12813,154467,416642,329.1094043019737,618.1537025691911,1041.4201841715956,NA,751.0059919867484,1255,NA,37,2042,384,822,59,0.1,1391,0.3,0.5,791,373,0.5,0.4,0.4,903,1443,320,710,791,-555555555,22.613178700179052,NA,9.862300685583328,0.48356174112882877,27.548830890788732,NA,4.368325814919592,0.26541757268392235,6.302168281684736,0.37039874452060634,1.4572691901830166,0.21293057856262726,3.2361115778054064,NA,0.3089,0.6967,0.6221,0.7094,2.3371,0.7277,0.6041,0.534,0.4476,0.6754,2.2611,0.6126,0.5419,0.8149,1.3568,0.7356,0.2905,0.329,0.6761,0.7789,0.6387,2.7132,0.5995,8.6682,0.7592
39820,"Redding, CA Metro Area",2301,3545,2041,35510,6077,11606,38673,168565,30186,27983,3278,35621,19.9,13266,7.5,17.1,70473,78535,6.8,17.8,6.2,4824,31671,9313,4788,70473,179085,344.06104109590785,339.0648905445682,394.18396720313217,NA,505.62634425037623,779,90,7,1906,586,419,64,0.1,987,0.6,1.1,580,199,0.5,0.6,0.6,493,1046,613,324,580,-555555555,21.594773431610687,NA,8.623160643083166,0.7139566431402584,19.828573023983026,NA,1.2108088867795805,0.2338468591291402,4.513910995097727,0.43158576776375235,3.26508024349751,0.4874767318163931,1.8304157243766925,NA,0.7408,0.5707,0.4242,0.3325,2.0682,0.5,0.9049,0.3508,0.9005,0.4162,2.5724,0.8168,0.3377,0.3779,0.7156,0.3272,0.1234,0.5733,0.4113,0.5681,0.2696,1.9457000000000002,0.2251,7.301900000000001,0.411
39900,"Reno, NV Metro Area",7984,27799,16319,165331,15409,36579,99949,427100,54483,33566,6030,70995,15.6,45993,10.2,12.1,179230,195879,6.8,12.2,5.6,13534,55225,11282,12104,179230,454427,581.6124138977779,1087.917735860575,1112.2612103278618,NA,960.5675405717185,1491,128,68,2582,464,455,216,0.1,2318,0.5,0.6,892,301,0.4,0.4,0.4,858,1986,603,716,892,-555555555,21.994511769767204,NA,8.597333035764102,0.5342305380737091,36.382301227699934,NA,3.820885038632639,0.26042101982466165,14.19192460651729,0.5549746248446277,4.4546113931819455,0.32374797500399743,1.326945802076021,NA,0.233,0.4319,0.8021,0.699,2.166,0.5812,0.4781,0.4267,0.2906,0.411,1.6064,0.2408,0.699,0.7815,1.4805,0.8089,0.8278,0.6555,0.7121,0.5681,0.09686,2.8603599999999996,0.6492,8.11326,0.6283
40060,"Richmond, VA Metro Area",7376,58541,23528,543213,43563,92886,281099,1206013,147220,34942,35229,188224,14.7,109733,8.7,11.8,484791,525788,6.9,12.3,5.6,37998,154195,11960,33455,484791,1281530,614.2442510923485,1443.005543994894,1434.2607852130657,NA,1544.3788395338754,2091,348,281,4723,296,1705,297,0.1,3298,0.3,0.4,2010,736,0.3,0.2,0.2,1408,2529,721,1333,2010,-555555555,21.934640624878078,NA,8.985934144817046,0.3163797911675916,42.38784889936248,NA,1.9508910766301857,0.11892494596409309,11.13395513020457,0.27400337747749526,1.5214803905188008,0.1265457655769109,2.7489797351603165,NA,0.2147,0.4319,0.8689,0.8717,2.3872,0.7827,0.365,0.4162,0.3037,0.5131,1.5979999999999999,0.2356,0.7618,0.5913,1.3531,0.733,0.7147,0.6787,0.8869,0.5938,0.5366,3.4107,0.8901,8.749,0.7853
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",106066,129608,340581,3038969,144643,553160,1186660,4206075,704804,25636,91930,561952,12.4,432652,9.7,15.9,1348982,1549773,4.7,11.2,8.7,180356,497634,113905,62893,1348982,4518699,2275.566303143022,2497.511161136222,4859.162890869167,NA,2777.626684779652,4858,NA,NA,10676,155,4640,77,0.1,6379,0.1,0.2,3605,1461,0.1,0.1,0.1,3142,4622,1852,1300,3605,-555555555,26.2610986038238,NA,10.722381766398662,0.20390183829503977,67.25318504286301,NA,8.097359176904833,NA,8.363031231025447,0.16096038676981272,7.862669776171957,0.16737389956794302,2.034435132767197,NA,0.6283,0.9075,0.2237,0.9843,2.7438000000000002,0.9476,0.1105,0.9084,0.1649,0.8298,2.0136,0.4869,0.9529,0.9049,1.8578000000000001,0.9503,0.491,0.9923,0.9614,0.09512,0.3298,2.8696200000000003,0.6545,9.484820000000001,0.9084
40220,"Roanoke, VA Metro Area",1644,14326,3278,67201,11058,24538,64133,296192,40899,30531,8526,60381,19.3,26564,8.6,13.4,128792,146252,7.7,13.6,5,7901,42168,8749,9910,128792,313291,301.2640038238887,858.0308852250017,503.2047297075019,NA,735.0054421567231,1065,311,248,2297,467,655,331,0.1,1541,0.5,0.7,894,337,0.6,0.5,0.4,606,1596,560,794,894,-555555555,20.470744451644,NA,8.585937014721411,0.5675713042422916,21.450025694960914,NA,1.1067145635263613,0.16988887090545404,9.795421601072123,0.586245419494806,1.2764767998012299,0.2337472761972805,2.72143151255542,NA,0.3586,0.2828,0.6555,0.589,1.8859,0.3979,0.8689,0.2173,0.4712,0.4005,1.9579000000000002,0.4424,0.3796,0.329,0.7086,0.3168,0.617,0.5501,0.6093,0.7095,0.5262,3.0121000000000002,0.7304,7.5645,0.4869
40340,"Rochester, MN Metro Area",1711,10070,3804,33209,6874,8954,53016,201395,18129,37426,3441,33979,15.7,9738,4.6,8.5,85917,92468,5.7,10.3,3.5,4109,22062,3642,4912,85917,216035,268.36542251191753,549.2176253544673,531.9652244273116,NA,460.2445002387318,592,51,65,1060,479,353,84,0.1,755,0.4,0.5,472,179,0.5,0.4,0.4,453,866,262,388,472,-555555555,24.54046797972551,NA,8.000744904966421,0.5338787631903069,15.372046196218205,NA,1.8888254425382955,0.2641395306053756,10.890253925682398,0.5935800178338344,1.9914568711663583,0.31216261863363304,1.59279746337399,NA,0.02618,0.03342,0.928,0.2042,1.1918,0.08115,0.4987,0.7984,0.09948,0.2723,1.66888,0.2801,0.212,0.5707,0.7827,0.3665,0.6967,0.2365,0.4807,0.3136,0.1806,1.9081000000000001,0.2068,5.55148,0.1335
40380,"Rochester, NY Metro Area",5295,39981,20287,249666,41328,71765,225054,1016155,142513,31759,43187,180836,16.8,45761,4.3,13.8,431331,478789,10.2,13.6,5.6,30874,144412,16138,44067,431331,1074667,548.0036496228835,1158.2624918385297,1265.1569072648656,NA,1430.8633757280952,1552,92,127,3888,310,1141,196,0.1,1711,0.2,0.4,1810,509,0.3,0.2,0.2,1168,2597,674,1400,1810,-555555555,20.941742884074788,NA,9.581504691292766,0.32928647465102756,23.23194068488192,NA,1.996447392376163,0.1245040733538851,8.350442470482822,0.24175208024627776,1.2275955124950444,0.12694496948978704,4.018640192729469,NA,0.4005,0.4319,0.7249,0.8403,2.3976,0.7932,0.6427,0.2723,0.4712,0.6257,2.0119000000000002,0.4843,0.4267,0.6015,1.0282,0.5393,0.4859,0.7763,0.8715,0.9152,0.7487,3.7976,0.9581,9.2353,0.877
40420,"Rockford, IL Metro Area",3054,10566,7808,101127,15477,28798,81380,318742,49775,28641,4606,55354,16.3,21907,6.5,14.9,133339,145837,7.9,13.6,8.7,15192,45590,2980,10556,133339,339780,424.64691215173104,551.8052192576653,786.1641050060731,NA,786.4610607016726,1159,70,74,2267,546,379,139,0.1,1569,0.5,0.7,919,185,0.4,0.3,0.5,903,1183,319,566,919,-555555555,23.950791688739773,NA,11.607256691590608,0.5843702188404392,29.76249337806816,NA,2.449630108363504,0.2466452538804891,7.245074980971906,0.37825957102692226,2.29040265788704,0.3180801718010281,1.3555830243098475,NA,0.5314,0.9075,0.5013,0.6387,2.5789,0.8717,0.563,0.7356,0.4712,0.9215,2.6913,0.8901,0.5812,0.6864,1.2676,0.6806,0.383,0.1594,0.6195,0.7404,0.09948,2.00178,0.2435,8.53958,0.7251
40580,"Rocky Mount, NC Metro Area",1737,1736,1696,80585,7445,16877,33221,138907,26692,24474,2848,26083,17.7,15305,10.5,18.5,58091,67821,9.1,16.5,6.8,4760,23996,14203,5306,58091,147335,337.6684764676738,339.0294972417592,397.43049706835535,NA,690.9775683768613,946,NA,99,1809,774,409,107,0.1,1109,0.8,1.2,682,176,0.9,0.7,0.8,537,1073,609,544,682,-555555555,22.547934978111105,NA,12.816098879344477,1.1799195055400356,54.69508263481182,NA,1.2209607867134125,0.2861113254961691,2.5596791554238365,0.499844538403025,2.9901361656711023,0.5802140218785494,1.9330098075813624,NA,0.8141,0.7275,0.1311,0.4869,2.1596,0.5707,0.7404,0.5262,0.8246,0.966,3.0572,0.9921,0.9005,0.3882,1.2887,0.7016,0.01799,0.7455,0.3085,0.8535,0.2958,2.2212899999999998,0.3246,8.72679,0.7696
40660,"Rome, GA Metro Area",955,2446,2348,27927,3545,12190,22672,90973,17670,25058,4133,15636,16.1,13028,13.8,19.1,35633,40505,8.5,15.3,6.3,2753,14534,3588,3026,35633,96824,269.2285274631944,327.5255715207593,414.557595515991,NA,439.8101863304214,718,115,53,1711,843,377,165,0.2,1131,1.2,1.8,519,150,1,0.9,0.8,335,854,415,371,519,-555555555,23.415682062298604,NA,9.94864311172228,1.2257424342272716,28.8430554407998,NA,2.5809855671462962,0.4556905220583927,6.038760646833724,0.8082959888662764,2.6800999073892178,0.7545504556636402,4.268569776088573,NA,0.8639,0.617,0.1748,0.3482,2.0039000000000002,0.4555,0.5476,0.6492,0.6963,0.6859,2.5789999999999997,0.822,0.5628,0.6992,1.262,0.678,0.2622,0.2262,0.05141,0.8149,0.7723,2.12701,0.288,7.971910000000001,0.6099
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",34828,101802,114749,1083594,72684,168734,532415,2150918,323395,33862,38576,335498,14.6,134416,5.9,14.3,819372,896341,6.3,11.7,6.8,75758,266412,25772,51388,819372,2291738,1279.1704343049835,2104.3217434603484,2836.6957891180364,NA,1832.0493988973114,3387,66,196,7393,215,1944,99,0.1,3462,0.2,0.3,2332,723,0.2,0.1,0.2,1981,3233,880,1556,2332,-555555555,23.231931398789914,NA,8.87069609408181,0.2221619658807535,47.282630038861335,NA,5.334884918904394,0.13188213206529475,11.357507912725179,0.2345891789806479,4.2505723895861705,0.1556465318209359,1.6832639682197528,NA,0.4581,0.7275,0.8226,0.9398,2.948,0.9869,0.347,0.6257,0.2251,0.4791,1.6769,0.2906,0.8377,0.8535,1.6912,0.8822,0.7352,0.8663,0.928,0.4653,0.2094,3.2042,0.8194,9.5203,0.9215
40980,"Saginaw, MI Metro Area",1040,5531,1321,58799,8411,13876,41707,181778,32975,26625,6417,35070,18.2,9964,5.3,17.7,78648,87377,9.2,16.6,7.5,6705,31394,3206,7225,78648,192778,223.2778538055219,421.5874760948195,338.14050334143644,NA,544.7366336129782,695,NA,NA,1542,665,430,64,0.1,863,0.5,0.8,724,224,0.5,0.6,0.6,575,1125,269,428,724,-555555555,21.634730104057518,NA,10.694486827382768,0.6855937813779357,30.500887030677777,NA,0.7267106030432725,NA,6.330041086327065,0.482219533607349,1.3223476757196622,0.2836340464122713,3.328699332911432,NA,0.7827,0.8303,0.3059,0.4084,2.3273,0.7225,0.7789,0.3534,0.8325,0.8272,2.7920000000000003,0.9267,0.5916,0.1748,0.7664,0.3508,0.3008,0.1902,0.455,0.8612,0.6492,2.4564,0.4634,8.3421,0.6702
41060,"St. Cloud, MN Metro Area",2162,15031,2992,24236,6747,9773,46135,183678,24459,29563,8876,27552,14,7229,3.7,13,75108,80994,5.7,11.1,4.5,5036,21592,2500,4292,75108,196598,350.7506236630236,651.4000307031002,419.9369000218961,NA,493.8714407616622,539,NA,82,1267,408,571,125,0.1,620,0.3,0.7,510,233,0.4,0.4,0.4,479,866,227,332,510,-555555555,23.46666802307246,NA,8.983064387282313,0.6547131004625604,12.327694076236789,NA,1.628937597317044,0.22862551622059732,18.55816480233104,0.8024832378241636,2.8785215955690475,0.46658580711134007,4.514796691726264,NA,0.322,0.1722,0.5758,0.2408,1.3107999999999997,0.1178,0.2828,0.6649,0.1571,0.5105,1.6153,0.2513,0.1126,0.5193,0.6319,0.267,0.9409,0.1157,0.4267,0.3136,0.8063,2.6032,0.555,6.1612,0.2225
41100,"St. George, UT Metro Area",2728,2991,2205,24646,3702,7654,43680,149275,19719,26601,2028,32828,20.4,22299,14,12.4,54702,66604,3.9,13,4.4,2973,20634,4142,2130,54702,160537,412.47787819469784,400.64448080561397,520.6764830487353,NA,534.8382933186441,788,NA,157,1824,1103,272,149,0.1,2321,1.5,1.1,815,138,0.7,0.7,0.7,475,1093,591,353,815,-555555555,27.208680864847356,NA,6.767577053855435,0.9725178134254404,15.35222409787152,NA,1.477139507620164,0.34880007927097545,4.490721278001321,0.601460195520096,4.987020584256517,0.7503757078791642,1.2632601830107701,NA,0.2565,0.1568,0.3008,0.1387,0.8528,0.01309,0.9177,0.9319,0.3848,0.07592,2.31032,0.6466,0.2094,0.4781,0.6875,0.301,0.1208,0.2879,0.2571,0.02571,0.07853,0.77004,0.01309,4.62066,0.03665
41140,"St. Joseph, MO-KS Metro Area",929,3151,1097,18428,4325,9795,27925,119159,18393,25185,8510,20481,16.2,11342,9.5,15.6,47075,53921,7.9,15.7,4.6,2814,18880,3191,3704,47075,126779,199.36148073286373,385.5191305240247,324.3624515877262,NA,448.0011160700384,638,83,96,1272,569,518,122,0.1,1019,0.9,1.1,609,253,0.7,0.6,0.6,383,740,308,354,609,-555555555,22.026518587463222,NA,9.187466808284652,0.9442239641305284,14.535530332310556,NA,0.9206186691731215,0.2722087694123013,5.843734352107713,0.714444336703739,1.9734466277217206,0.4227273419948985,6.712468153243045,NA,0.6021,0.1954,0.1902,0.2435,1.2312,0.08377,0.5527,0.4398,0.7827,0.5654,2.3406,0.6623,0.178,0.2519,0.4299,0.1728,0.2391,0.1877,0.1748,0.7404,0.9346,2.2766,0.3586,6.2783,0.2356
41180,"St. Louis, MO-IL Metro Area",14232,110194,24041,733372,100435,161903,630135,2636955,327664,34166,56435,439735,15.7,193018,7,11.9,1118263,1251497,7.7,12.7,5.5,81141,351991,41530,86007,1118263,2805551,836.4137732008004,2091.271383632454,1396.2120182837562,NA,2104.8705423374618,3140,356,294,6424,192,2757,335,0.1,4509,0.2,0.2,3802,1161,0.2,0.1,0.2,2379,4036,1284,2024,3802,-555555555,22.46029389592276,NA,8.981339810044684,0.1857333821730541,26.1400345244125,NA,0.91169549726863,0.05294779188270535,8.804975161746292,0.16690182907116485,1.2726880885802356,0.07467053439284639,2.011547820731115,NA,0.2199,0.401,0.838,0.9319,2.3907999999999996,0.7853,0.4987,0.5026,0.3455,0.5079,1.8547,0.3717,0.5079,0.2468,0.7547,0.3455,0.5321,0.9383,0.9537,0.7095,0.3141,3.4477,0.9031,8.4479,0.699
41420,"Salem, OR Metro Area",6245,14590,20024,132296,14342,37412,102922,389611,60674,26406,11904,64263,15.4,33086,8.1,15,146553,156952,5.9,14.8,6.3,12624,60767,13422,8607,146553,416980,621.4121015879881,891.5211719303137,1231.4820339736996,NA,943.4007631966385,1564,NA,64,2889,453,862,123,0.1,1624,0.4,0.7,1088,323,0.4,0.4,0.5,973,1775,626,616,1088,-555555555,24.682718595616095,NA,9.786220684666981,0.6396137020566203,31.727181159767852,NA,5.13948528147306,0.3160787660432981,9.295835669504052,0.5676993049512846,4.26125701964477,0.42283690965551635,2.854813180488273,NA,0.5471,0.617,0.2956,0.7068,2.1664999999999996,0.5838,0.4576,0.822,0.6571,0.6649,2.6016,0.8455,0.6099,0.8483,1.4582000000000002,0.7853,0.581,0.7224,0.653,0.365,0.5785,2.8998999999999997,0.6702,9.1262,0.8586
41500,"Salinas, CA Metro Area",17221,14534,75432,301974,13019,78816,114125,400894,58699,28836,17741,55515,12.8,46650,11.2,14.1,126052,141155,4.7,8.9,5.4,10475,37176,6567,5984,126052,433212,828.1183490298956,839.2115347157712,2448.1068195648654,NA,798.6144251138969,1645,NA,105,2821,525,1517,61,0.1,2130,0.5,0.7,906,480,0.4,0.4,0.4,855,1464,433,443,906,-555555555,26.34391475767061,NA,10.328277218925523,0.629195414121325,69.70582532339824,NA,18.815946359885654,0.6106419895785861,10.29648259006057,0.5935000174203872,13.66182210516295,0.6495858043697382,4.095223585680913,NA,0.4319,0.3805,0.5167,0.8534,2.1825,0.5995,0.1465,0.911,0.01571,0.7618,1.83501,0.3665,0.9712,0.9743,1.9455,0.9843,0.6607,0.4319,0.5964,0.09512,0.7618,2.54592,0.5157,8.50893,0.7147
41540,"Salisbury, MD-DE Metro Area",3590,32238,8348,115011,13084,34366,77489,378179,48982,31600,13904,90615,22.7,26790,6.9,12.7,157057,245421,5.6,13.6,5.9,11340,52948,28753,8743,157057,399013,411.8701251608327,981.0693145746635,742.895685813291,NA,742.4675077065663,1406,147,113,2257,460,947,162,0.1,1642,0.4,0.6,1366,413,0.5,0.4,0.4,737,1399,900,769,1366,-555555555,19.42016926766797,NA,8.330733427991111,0.4671519244013706,28.823872906396534,NA,2.207420295680088,0.19643911961362967,13.135795225347463,0.39913788719981985,2.285794329447271,0.26148778660103605,3.48459824617243,NA,0.2958,0.4859,0.7198,0.6859,2.1874000000000002,0.6099,0.946,0.1257,0.4712,0.3403,1.8832,0.3953,0.5602,0.6504,1.2106,0.6545,0.7841,0.8792,0.6812,0.2828,0.6702,3.2975,0.856,8.5787,0.7382
41620,"Salt Lake City, UT Metro Area",13228,65812,37799,329917,31272,70586,333666,1093078,112241,31287,13401,120763,10.2,130303,11.1,9.6,389330,411725,5.2,9.4,3.9,24668,111131,8779,20193,389330,1185990,869.0327956987584,1681.2117653644946,1712.8771117625456,NA,1337.3286806166986,2031,NA,101,4569,304,797,104,0.1,4133,0.4,0.4,1226,340,0.2,0.2,0.2,1512,2113,602,876,1226,-555555555,28.133964030050844,NA,8.032260550175943,0.34256237168445264,27.817856811608866,NA,3.4580331870186756,0.15670185942642334,15.984455643937093,0.4081202545335825,3.397631829039632,0.2229558233504284,1.129942073710571,NA,0.06806,0.0874,0.7069,0.8325,1.69486,0.2906,0.02828,0.9529,0.03665,0.2853,1.30313,0.1492,0.5524,0.7584,1.3108,0.712,0.8843,0.5553,0.8663,0.1877,0.03927,2.53287,0.5079,6.84166,0.3298
41660,"San Angelo, TX Metro Area",1115,6624,2475,54709,3767,10841,28243,110885,15330,28483,6090,17750,14.9,17217,15.1,13.5,43765,49136,6.1,13.9,4,2291,15886,3219,2658,43765,118990,245.97764126033894,513.7285275318084,454.0759848307329,202.72641663088706,491.91970889566926,696,91,147,1465,1139,706,107,0.1,1316,1.1,1.3,704,275,0.9,0.9,0.7,384,990,406,379,704,153,23.735608034288596,NA,8.6073346281275,1.1154422439050422,45.97781326161862,0.15978657148327743,2.232042205888984,0.40949103146381777,13.480950830348421,1.042797807461441,2.547697932137553,0.5605457863907324,5.11807714934028,0.5932906727162343,0.3639,0.1054,0.4859,0.288,1.2432,0.09162,0.3959,0.699,0.5288,0.4136,2.0373,0.5026,0.8194,0.6555,1.4748999999999999,0.8037,0.7943,0.1928,0.1337,0.419,0.8639,2.4037,0.4398,7.1591000000000005,0.3953
41700,"San Antonio-New Braunfels, TX Metro Area",32352,121111,119408,1602635,84636,237225,620426,2257478,355670,28092,38571,304132,12.5,349304,14.6,14.9,803662,883332,6.5,13.9,5.5,65088,331714,52683,51890,803662,2426204,1251.4895125409562,2763.4241440647506,3628.684885740287,NA,2215.3828111637954,3777,223,232,7771,220,1362,255,0.1,5609,0.2,0.3,2575,525,0.2,0.2,0.2,2377,4696,1392,1783,2575,-555555555,25.57188101247875,NA,10.531293006263827,0.27358800163971286,66.05524514838818,NA,5.289442466327468,0.16073973415274945,13.710699940679156,0.3127347937868334,4.0255729398677556,0.1551882763723646,1.5897673897166107,NA,0.5314,0.401,0.4447,0.9607,2.3378,0.733,0.1234,0.8717,0.5288,0.8037,2.3276,0.6597,0.945,0.8509,1.7959,0.9241,0.8098,0.9666,0.9254,0.5193,0.178,3.3991,0.8848,9.8603999999999985,0.9555
41740,"San Diego-Carlsbad, CA Metro Area",75015,255366,216965,1787453,92411,286008,726344,3090864,403190,36156,89451,439595,13.3,279602,8.7,12.5,1118980,1204884,5.5,9.8,6.4,106962,314897,42081,61486,1118980,3302833,1839.265614314583,3021.0728226906413,3916.905028207858,NA,2205.6554581348373,4534,NA,NA,7611,267,2582,NA,NA,5788,0.2,0.2,3147,993,0.2,0.1,0.2,3100,3869,1133,1799,3147,-555555555,21.991544834389142,NA,8.25850327977265,0.19573987541716872,54.11878226964548,NA,7.019558285320867,NA,21.19423944545699,0.2501264228527794,6.703873170208582,0.16328495262239134,2.7083113194036756,NA,0.2723,0.635,0.8972,0.9634,2.7679,0.9607,0.2108,0.4241,0.06545,0.3272,1.02755,0.09686,0.8901,0.8843,1.7744,0.9162,0.964,0.9434,0.9563,0.2545,0.5236,3.6418000000000004,0.9346,9.21165,0.8743
41860,"San Francisco-Oakland-Hayward, CA Metro Area",110888,396804,360315,2804353,107851,373438,936866,4413624,439134,51822,80356,689629,14.8,232541,5,9.5,1692047,1796567,12.1,9.8,5,128698,457048,19220,205390,1692047,4673221,2305.656088838923,3478.4308243804417,4759.114623540811,NA,2107.065494947891,4702,NA,141,7333,300,2019,149,0.1,4837,0.1,0.2,3870,776,0.2,0.1,0.1,2853,4246,892,2624,3870,-555555555,20.04754322553973,NA,6.373995521401002,0.12367130880497716,60.008995936635564,NA,8.16369949048673,0.10782750644324028,22.086791085442403,0.19338024706340212,6.553482261426543,0.13543741291941094,1.7194992490190384,NA,0.06021,0.2828,0.9949,0.9712,2.30911,0.7173,0.3856,0.1702,0.06545,0.06283,0.68408,0.03927,0.9267,0.91,1.8367,0.9346,0.9717,0.8072,0.9743,0.964,0.2304,3.9476,0.9869,8.77749,0.7932
41900,"San Germ�n, PR Metro Area",1493,2935,76024,NA,NA,NA,24912,121960,67446,9093,1069,28265,22.2,6105,4.8,NA,NA,68373,15.5,NA,14.3,5118,NA,1695,6632,42900,NA,251.372233947984,370.5347487078641,2465.478046951544,NA,NA,NA,NA,NA,2640,415,493,NA,NA,875,0.7,NA,NA,462,1.1,NA,1.7,615,NA,272,519,818,NA,NA,NA,NA,NA,NA,NA,62.33519186618564,NA,4.292630131777163,0.5411546080067182,3.4801864801864797,0.5821795674351429,NA,NA,NA,0.9871,0,NA,NA,NA,0.9434,NA,NA,NA,NA,NA,NA,0.9897,NA,NA,0.1054,0.06427,0.1208,0.9871,NA,NA,NA,NA,NA
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",52635,145194,168031,1344924,41537,165345,448287,1859026,155309,51822,36220,254102,12.8,96092,4.9,8,653265,683979,5.1,8,4.9,51892,157341,19895,33069,653265,1981616,1518.2111183890072,2028.6835632991165,3539.130542944128,NA,1345,3306,47,27,4742,349,1486,44,0.1,2903,0.1,0.2,1821,549,0.2,0.1,0.2,1715,2373,649,1007,1821,-555555555,22.622294127621092,NA,6.358369115137043,0.2051245588859833,67.87006160628496,NA,9.038657877834952,0.19037548165177606,21.227844714530708,0.2961104597871041,8.057220270487475,0.2313157419059387,1.8278011481538299,NA,0.005236,0.2674,0.9949,0.9346,2.202136,0.623,0.1465,0.5445,0.007853,0.06021,0.7590629999999999,0.04712,0.9607,0.9254,1.8860999999999999,0.9581,0.9666,0.8149,0.9075,0.1697,0.2618,3.1205000000000003,0.7853,7.967798999999999,0.6073
41980,"San Juan-Carolina-Caguas, PR Metro Area",24429,109644,1218408,NA,NA,NA,434002,2042622,860144,13961,22723,398795,18.6,146734,6.9,NA,NA,977647,16.6,NA,16.5,139141,NA,2638,127120,767520,NA,1179.425707706933,1980.0497468498108,8739.05887381473,NA,NA,NA,NA,NA,8950,151,904,NA,NA,3651,0.2,NA,NA,1675,0.3,NA,0.4,3116,NA,367,1969,3457,NA,NA,NA,NA,NA,NA,NA,59.64921556705058,NA,11.215090927502462,0.20161863631433957,3.1828486554096314,0.15299692218504793,NA,NA,NA,0.9923,0.01542,NA,NA,NA,0.8098,NA,NA,NA,NA,NA,NA,0.9846,NA,NA,0.7249,0.1337,0.9177,0.9897,NA,NA,NA,NA,NA
